epoch,split,d_real_loss,d_fake_loss,d_loss,vqvae_loss,rec_loss,commitment_loss,codebook_loss,adversarial_loss,lpips_loss
0,train,0.0,0.0,0.0,0.09396599950726899,0.04559491492356086,0.001961501591662127,0.001961501591662127,0.0,0.0460172828429261
0,val,0.0,0.0,0.0,0.040649826055765136,0.0161187889367342,0.0017955567095428709,0.0017955567095428709,0.0,0.022376369166374213
1,train,0.6900268576387399,0.6902845875339917,0.6901557231330695,0.18018742366659873,0.01236828641828762,0.001734956716397547,0.001734956716397547,0.294503443082896,0.018485467804810318
1,val,0.645464424133301,0.7402133855819699,0.6928389030456539,0.35914073677062935,0.011294054318964481,0.0017605512537062157,0.0017605512537062157,0.6504037552833563,0.020532143428921706
2,train,0.6897186933594118,0.6898350520565334,0.6897768728727884,0.3806543442575713,0.010655185320299989,0.00166340394408845,0.00166340394408845,0.7029602715273572,0.016522938401241336
2,val,0.702606539916992,0.6832627602577215,0.6929346499443061,0.38003728518485996,0.008799536494165663,0.0015408332070335736,0.0015408332070335736,0.7107108332633968,0.014033331759274008
3,train,0.692609011196887,0.6927585315143971,0.6926837710318942,0.36604057788943045,0.005617326496063388,0.0014484419834662299,0.0014484419834662299,0.6970712569610844,0.010149492699808884
3,val,0.7727932623863214,0.624351361274719,0.6985723127365112,0.4032087772369383,0.004312208016589287,0.00139599443282932,0.00139599443282932,0.7765431115150454,0.008949820402264596
4,train,0.6929196650487904,0.6929894036251202,0.6929545344605675,0.3594726219069879,0.0034127142116627744,0.0013013818353363362,0.0013013818353363362,0.6956908641397409,0.0066528174998218455
4,val,0.6683292866706845,0.7183898021697995,0.693359545230865,0.34738353757858287,0.004046390824764963,0.0012367632117122407,0.0012367632117122407,0.6693596168518068,0.007173222171515223
5,train,0.6930248904623768,0.6930475527769784,0.6930362218669014,0.3567653940926179,0.002650444667529574,0.0011741295443090268,0.0011741295443090268,0.6950726972228122,0.005169645464158155
5,val,0.6678374898910524,0.7185756817817679,0.6932065861701963,0.3428533004283902,0.002321616011112929,0.0011172393394634134,0.0011172393394634134,0.6688258875846858,0.004778053455427288
6,train,0.6930925846099836,0.6930398525467465,0.6930662183782316,0.3565043730566719,0.0026108884672374514,0.001109155029217663,0.001109155029217663,0.6949499788643126,0.005087509039445814
6,val,0.7017509497642515,0.6842640302658073,0.6930074890136714,0.35914911808967553,0.0023386283794417984,0.0010479658616706722,0.0010479658616706722,0.702440868282317,0.004332496753334999
7,train,0.6931881801238671,0.6932040074585997,0.6931960934262811,0.35544880570664555,0.002279710034298449,0.0011325412559643592,0.0011325412559643592,0.6944616224463007,0.004579234987071687
7,val,0.6918825627326962,0.6947049200057981,0.6932937419891356,0.3530643422126768,0.0019502402339130636,0.0011499171761795875,0.0011499171761795875,0.6917509130477907,0.0038587444789707688
8,train,0.6929659148861775,0.6930373445838968,0.6930016297468122,0.35293973996755684,0.0015890933138901643,0.0009457264148889368,0.0009457264148889368,0.694214640270221,0.0031084548897652013
8,val,0.7342064018249506,0.6547144506454464,0.6944604269981381,0.3734261277198787,0.0016438186870887863,0.0009453218986280257,0.0009453218986280257,0.7343609335899351,0.0034674557399004707
9,train,0.692894326105388,0.6928733440813922,0.692883834946231,0.35653720063558536,0.002657608084500003,0.0010590666265646498,0.0010590666265646498,0.6950215656790787,0.005097929774664907
9,val,0.6825292063713078,0.7037632128715512,0.6931462096214304,0.3479601538658142,0.001568837811425329,0.001343846650421621,0.001343846650421621,0.6831473794937123,0.003205011572688817
